"","CTRL_1","CTRL_2","CTRL_3","EXPD4_1","EXPD4_2","EXPD4_3","TPA_1","TPA_2"
"Irf2bp1",8.43120736902098,7.05557065028233,6.01731614493385,7.24924356755678,7.41286830005855,7.26342194969519,7.33540459793804,7.72998293450278
"Irf2bp2",6.96774349267595,6.53830105509421,6.35697965892225,6.54814075021679,6.63906444506047,6.61361689611442,6.25702568584328,6.55808872142369
"Irf3",6.01777767574774,5.6632394437333,6.31234680834543,6.48791678785414,6.32772709070298,6.78382140255742,6.62555454736065,6.81826809241574
"Irf4",4.02425424302202,4.36983141208936,4.3973246717409,4.52098665300944,3.73733703298445,4.82720996215344,4.3370495273407,4.38716546558154
"Irf5",5.12832437116859,4.71146880828061,5.09539708926982,5.17253291460322,5.04899479386797,5.57040909495803,4.55834475870094,4.64322402785125
"Irf6",9.4893840283108,9.62457583356835,9.84675887043526,8.78310427286632,9.79120625690107,9.87807610124841,9.95523991970537,9.52851552095171
"Irf7",5.02096669800159,5.08274777956199,4.98164639299439,4.92948470732307,4.87552497580437,5.90687118042319,4.81961903817232,4.51487779857904
"Irf8",5.17996728202747,4.82701581210141,4.54655381554968,4.76611534030438,4.36466205335095,4.26432286315092,4.33795757658289,4.4951541743537
"Irf9",7.30360980190526,5.42090973173221,6.84327982338403,6.2141085569301,7.25853235003545,8.04612704581087,7.08313152251621,6.87783057963406
"Irg1",3.85689953470914,3.82246218059487,3.55838663492027,3.81461617812293,3.22262097870562,3.49495310548139,3.23075461435395,3.33744796044207
"Irgc1",6.82024610209832,6.22645754564111,6.25340333324598,6.47235940682748,5.93286589356651,5.96249458616117,5.88288109305656,5.99447787193947
"Irgm1",2.99408395957075,3.09836978241515,3.28012473941142,3.10397463728155,3.25684707459402,3.14893811216929,2.81666553987742,3.10778592952346
"Irgm2",3.94942995595212,3.90112245937937,3.70339960243227,3.93433954057562,3.3755266627308,4.48821191242305,3.56129792899353,3.8780021937553
"Irgq",5.30908745156725,5.60382944236834,5.13347704942462,5.9764902745231,5.45100961461612,5.38624439346817,5.7954239999901,5.66542989874129
"Irs1",5.68175013435901,4.46177017153532,4.76094983890464,4.43520756941076,5.4103393389284,5.35974685390993,6.83252856031491,5.62220549743349
"Irs2",5.67023104260687,4.23027961040491,5.58859980494839,4.46114425613485,4.72812305214651,4.36815087825432,4.5718373634628,5.20785841145691
"Irs3",4.58999732494844,5.00843069203449,4.26186581847575,4.00207444562634,3.80926618696396,3.74210299091299,3.73326829779207,3.89538928832396
"Irs4",4.18740006403639,4.28840760425521,4.29364909862007,4.04069145125795,3.90927328019233,3.86654784229033,3.8700164278068,3.92738048708321
"Irx1",5.80643492684832,5.26490737987268,6.10884641941014,5.14137114412268,5.11972141679118,5.79346021116624,5.44579255210408,6.07986185852652
"Irx2 /// LOC100045612",8.00027779561371,8.65278981773473,8.26721882421856,6.90424093546382,8.59124877961448,9.40016922226615,9.14511274312278,8.92100187699658
"Irx3",8.17461026286468,6.84209649895082,6.27370314892417,7.63969856998752,7.78729508942805,7.1755375948638,7.13415128799649,7.67148724317572
"Irx4",5.33023647288179,6.40171224541524,6.36693805546724,4.08822018780612,5.07584033177086,6.83120982094653,4.95593059266847,6.17880892318135
"Irx5",6.84624259964358,6.458205951079,6.89990373062059,6.96857820248873,7.93952782477783,7.71984947906472,7.53744110175071,7.71006419802042
"Irx6",5.26856784742305,6.01160065141751,4.81222383667063,5.60227490940029,4.85871179276396,4.41586897396648,4.57386744498689,4.86962966492935
"Isca1",7.56605070392781,6.83137503756118,6.45049343598007,6.71175031506668,8.23010787334618,8.09632281788116,7.97962918978096,7.71826961336944
"Isca2",7.95656023671805,7.47708401427514,7.82785571981159,6.898855969606,8.16466357772032,7.72125374617251,8.09257537308356,7.91367108537492
"Iscu",7.55337528789681,7.93049120035871,8.62650383603424,7.92601589972291,8.28937614514012,8.73983180654264,8.89164606440146,7.92393749770414
"Isg20",5.02047971167216,4.02132389965921,4.36481165933078,4.13452897197931,4.96970812798766,5.07749682616439,3.84476774578721,3.97057798433924
"Isg20l2",5.00527752432524,3.35465455189659,3.90512937793889,3.53695148970104,5.20667125192863,4.95482514815698,5.11881891410277,4.36731369807635
"Isl1",4.22272464047152,4.19844838160224,3.84046820906761,4.3945018376484,3.48647409291118,3.59329122092005,3.61379261054937,3.67927245135682
"Isl2",4.64744745962077,4.371784660258,4.72156911365106,4.48558199238763,4.43607092481971,4.27584919739825,4.368674230574,4.32169316443366
"Islr",3.82025219404668,3.13287935130057,2.76901369778103,3.40846816677082,2.86614455171235,2.76465542674379,2.87841076974104,2.80455539773845
"Islr2",5.58232327156994,5.08922188874439,5.29903284753415,5.21513816883944,4.80736765924338,5.1556605389305,4.9777161306504,5.01279806354922
"Ism1",4.69030019891746,4.66065157299612,4.47129884337073,4.44373005366679,4.37689747136683,4.21495826977707,4.33289651035895,4.26147829035544
"Isoc1",8.03336811562659,7.77810852532032,7.86793497071413,7.5334353283767,8.45669679636814,8.34774176368479,8.58296343322299,8.49940391361807
"Isoc2b",4.63748619323552,4.27885477728984,4.891234646246,4.37511840002617,3.96668768979808,4.08667836793354,4.26435249153017,4.43236378476747
"Ispd",3.3261288309678,3.28128592024822,3.18098042372521,3.11159376836306,3.02118805579301,3.11181247043581,3.1741139112552,3.12033629313386
"Isx",4.55525908880933,4.66791767750073,4.60074542464858,4.49975649726586,4.36243510769469,4.29885226204128,4.3705228312761,4.51163877443877
"Isy1",5.20689895725413,5.30467095024837,5.07088236110049,5.35122003331048,5.17955710757404,5.10971897186332,5.19604068591932,5.13048395987639
"Isyna1",5.36042066145041,6.22546175336575,8.03457047574024,7.25840018205858,8.22230004010458,7.20007845555925,7.82093743829291,7.78004729804731
"Itch",3.78966022737662,3.79344277832795,3.76862927406689,3.93881950549939,4.41488590298369,4.00078346713433,3.60606285431266,3.88672559833823
"Itfg1",3.0487807533404,3.51886464895571,4.06472619990596,3.17219364596431,4.34866841797116,4.70487156664905,4.42221974403804,3.97474010817155
"Itfg2",6.16097400456577,5.32406734630083,5.21168583508899,5.23080416447948,4.8826279457617,4.95368054071431,5.11064419621435,6.13265838073226
"Itfg3",8.83695098886796,8.05227074743544,8.22746841824448,7.60771202157818,8.13709358750446,8.36856910369783,7.61289440287276,7.64908188436893
"Itga1",3.68356049697485,3.52562241575515,3.28544936115198,3.49451433088035,3.36830626470867,3.48599655281972,3.31119435440712,3.29512331538746
"Itga10",2.97195044275627,3.15724683597314,3.15453320064153,2.99515139456542,2.87768091907804,3.09257651963951,3.07521426399129,2.86425638695226
"Itga2",5.09820109272667,6.03893473805258,5.85498851738548,5.65658538739579,6.74439411714733,4.93916853707789,5.67345096337079,6.11800985277712
"Itga2b",6.15809939885586,4.9530837240548,6.48138228441448,5.66598456236581,6.67632678647585,6.37737938118597,6.19661243512839,6.3390014849867
"Itga3",7.01919760468754,7.87225577980195,8.29304756898191,9.42938732785853,9.65407623729786,8.85609214078653,8.6952157387239,7.92010323526575
"Itga4",3.81016782774005,3.74338371297698,3.55628914302961,3.76480176337137,3.30289948719655,3.40713285999219,3.40988701389218,3.49029163422107
"Itga5",4.54991117301302,4.73944118436117,4.57023847442219,6.47480330524311,6.30161805228085,4.39649084431083,5.14419288371668,4.82508890086693
"Itga6",8.28989357142656,8.61534108332286,8.98357058587071,10.0224723675259,10.1954655993917,9.62362031258055,9.54816633399031,9.2618296748441
"Itga7",6.760190449095,6.30524229481829,6.0851200647611,6.47224985618402,7.36771511013646,6.33479899183613,7.52312415365281,6.93789296627867
"Itga8",2.93827622383128,2.7707714842176,2.71452748005615,2.76426569741794,2.73516678603101,2.67586271768378,2.78692928163798,2.95724089126624
"Itga9",4.2512753170633,4.77409083477717,4.21147735065294,4.13582576739063,3.87094920275413,3.95419131762196,3.99568009111434,4.0693410233167
"Itgae",4.24436514355581,4.08211907930506,3.8806737533577,4.36146429167096,3.85654359713386,3.77290136529962,3.66840632341466,3.57455479124828
"Itgal",5.1963272198163,5.33041396682029,4.98859172947448,5.00293062637918,4.34250305612539,4.63584426653969,4.85577924607168,4.82654579071276
"Itgam",3.2821272116813,2.95928886814532,3.16267868470522,3.27927099014046,2.88405447384194,2.8806811842122,3.04545474912025,3.11217941250849
"Itgav",5.96106368382411,5.35452554900177,5.39305251567884,5.64050957415747,5.86158799632704,5.8030349428406,5.87748230822208,5.5897250806595
"Itgax",4.68657896417007,4.60304117685082,5.115955587357,4.64375942998173,4.34912810800197,4.23537041573152,4.19249811537937,4.32449638476364
"Itgb1",4.69703037833798,5.00255835701933,5.24749548541307,6.04983624777652,5.96809958398684,5.80129593618424,5.60963794305146,5.49944498527522
"Itgb1bp1",4.29934627720919,4.37133187229948,5.38866593693887,6.23466613485208,6.76837029550531,6.15155303240991,5.95054077616655,4.97400833955148
"Itgb1bp2",4.59775907497326,4.53717048564911,3.92314138738388,3.99946746956059,3.82897340556899,3.73402537604755,4.23838303233066,3.96313440177389
"Itgb1bp3",4.90995624659966,4.55452564294075,4.29006104839054,3.96782633008243,3.77519405429834,3.66978735868437,3.9626894948175,3.84982916548628
"Itgb2",4.85669315126233,4.33101421655789,4.93071918567778,4.71768670672491,3.68134208310739,4.95308764677641,5.08474527843669,5.6446323051332
"Itgb2l",5.06173563063034,4.98304042651588,4.88883754301369,4.90953699760046,4.4566149342452,4.59849372049305,4.44439828889758,4.67190520586718
"Itgb3",4.35879919192053,4.81743399136545,4.32596948519248,3.9323412497696,3.9212993314341,4.652285099446,4.05996538982025,3.94974252286204
"Itgb3bp",4.17125373030064,4.24668534011884,4.00144465525223,3.92761187925885,3.84691382733226,3.84340806091665,3.64929449446248,3.84807770437318
"Itgb4",8.82287188769434,9.64063456498532,10.4253858484892,10.560454645792,10.8368663497266,10.8087023051775,10.4765699455657,10.6785794627017
"Itgb5",7.23317835741789,6.25712024885322,6.76495198775606,4.98672061138162,5.54291007421387,6.07584748069359,5.63154595368213,6.00048509223488
"Itgb6",5.2189616198048,5.26480192272061,5.23386752346527,5.68528721337237,6.02079510154498,4.67615877868277,5.49062902811724,5.48951536426659
"Itgb7",6.14793946932553,6.60744121916802,6.32057980804077,7.18551405007162,7.00455077362967,6.38126115859491,6.03732056925604,6.29276693970641
"Itgb8",2.44742011566759,2.33056294304309,2.62244277510082,2.24642188072377,2.19953273459102,2.29652050048711,2.28098001964369,2.54126996961798
"Itgbl1",3.49175726666617,3.29171439030555,3.29589171614544,3.29767996344757,3.22705632301816,3.1763807541808,3.35808697415106,3.33705616129809
"Itih1",5.30690118906949,5.6094848135196,4.83795776547898,4.90317992988224,4.26131870122446,4.37625647010574,4.21511522611334,4.32075970033487
"Itih2",4.95479266846411,5.38549384866062,5.1505161693399,4.6899744950262,4.66006153087249,4.85300016874882,4.94058147727364,4.8521617779479
"Itih3",4.18669868623593,4.00160306117955,4.02184473908367,4.16063951197868,3.95850065912776,4.30710669669881,4.0009790749699,3.84160791734545
"Itih4",3.55748545409305,3.47526681978318,3.56479213972169,3.6188263908432,3.53429530797343,3.55678823136747,3.50420875287756,3.54626005180938
"Itih5",3.48537130256292,3.98304477524481,3.74772095153943,3.60432072056712,3.17258705820426,3.71363653423449,3.18594071682698,3.26426577560866
"Itk",4.12324740917636,4.20073819678264,4.33356152964057,4.05405434325111,3.71214884670279,4.02687943976141,3.96136859992228,4.43572637336666
"Itln1",4.66678074492617,4.50418600226006,4.23892031008364,4.4299629260691,3.91506091484574,4.16110087062615,3.47400243198488,3.51905298721091
"Itm2a",4.12880582170711,4.01616044157667,4.21634259023149,3.96406687792706,3.70669979655353,3.77853228075575,3.75677349929925,3.90522269422044
"Itm2b",8.36708066136947,8.8861666676293,9.42318631857373,7.99414886314396,8.60139185544416,9.11883246619694,8.81584006872471,8.9286196848369
"Itm2c",6.83879184481604,7.74688245653397,7.18970216931634,7.31632505274621,8.06251402409341,8.6912370446366,7.87642334037062,7.99169077463115
"Itpa",5.05071078022534,5.08760639865655,5.68793985614107,5.63618969008725,5.58530153801843,5.55312597678418,5.59156013843723,5.42774102857215
"Itpk1",4.93257199664522,4.77957402710592,4.69897158557166,5.59972348542605,5.48093072587992,4.20483860604486,5.30211420380811,5.09749894677433
"Itpka",4.27601507184306,4.66460747516393,4.97227621778581,4.97692072787831,4.42322526008661,4.56164257688954,4.94337886062128,4.49603598127594
"Itpkb",7.26447238282391,6.31827443346071,6.74488296047345,6.38734071145029,5.05665409113508,6.30075290485497,5.27807841261282,5.49842931832243
"Itpkc",4.7267474132424,4.96871478852125,5.36622194977071,5.03860939837113,4.86540769024887,4.84861698169665,4.75522425020729,5.09760133916113
"Itpr1",3.48426102256922,3.71485393339005,3.2378615285482,3.36386105411259,3.25590202683696,3.27217936815345,3.17439123182412,3.47053835283965
"Itpr2",5.54697687571071,6.20638527764552,6.327570637876,5.43495445446399,5.9585114087172,6.55339492377939,5.98306662745433,6.32046472510756
"Itpr3",7.35640815639743,6.32362269749613,6.88644359739944,5.78185252172705,6.74439411714733,7.01520367352491,6.59700707412241,6.39530939772393
"Itprip",5.35812242682001,6.06687563442704,6.00806443746676,5.46063819167345,5.20848091202095,5.59747467243329,5.8223167929451,5.46742739385442
"Itpripl1",6.14563792231673,5.39736971656478,6.3265375260969,7.30964875059323,7.28036035553772,6.23171791220878,6.97325024721301,8.2069414186805
"Itpripl2",6.10596501547757,5.27763997361326,4.29639798714533,5.97614998999335,6.37194255506479,5.93222720405206,5.93071976940685,5.86728345529739
"Itsn1",5.71333266255298,5.37133863397373,5.47983502274167,5.30742845308084,5.1525672002567,5.46133788428565,5.63589552863627,5.5528872559484
"Itsn2",5.36798515122869,5.72516494697795,5.68621479683692,5.56173986051543,5.73053037029353,5.34092786215536,5.60800634317987,5.41629430571794
"Ivd",4.40456468113275,5.38964809319201,5.07720588026721,4.16063904872094,4.93274424269038,4.74895664936052,5.7043047496589,5.21968288698074
"Ivl",5.04484992618739,4.99593799874755,4.52960738538668,5.51995306822642,6.67345667609091,4.23141764822157,5.03535024051474,4.59824220520747
"Ivns1abp",7.66881542637459,8.48669459858569,9.18852627775652,6.83826471104412,8.23293587139035,8.65891318788475,8.48496590465268,8.02770570849143
"Iws1",5.02614764768771,5.17349861747937,5.03910304621367,5.90894048163724,5.76146558539494,5.82741480656682,6.42903470159767,5.83796187796015
"Iyd",3.25618305321565,2.84261870799873,2.8640062963394,2.99526477908365,2.99242863601319,2.8224398404385,2.92238943399977,2.76158315641519
"Izumo1",5.35864487810536,5.10209308947491,4.97645166687299,5.11142650754265,4.96520242723097,4.74215654384648,4.89896206118721,5.1492028791964
"Jag1",5.98294944278707,5.33210649696719,7.44965858836621,7.55205844808935,8.29399613932643,7.35941527206171,7.65275603362748,7.93112710435097
"Jag2",10.0032290701687,10.1706000732871,10.1967402745399,9.49324663690785,9.80132659044853,10.2065808706446,10.0845253556933,10.1794045654867
"Jagn1",6.58529042397243,6.54897491280004,7.01838684323904,5.07977748789174,7.40575014222853,6.3371513499188,7.94005891018894,6.45335699624479
"Jak1",7.20909784706966,7.66165997422031,7.99499351582439,7.74831885927045,8.19630209415487,7.98145014233086,7.89339116705413,7.83466794526553
"Jak2",4.77220655841359,4.38406078910089,4.78250751299425,4.92930957746422,5.14474263513052,5.4636666678815,5.21036903442037,5.00076487816434
"Jak3",4.01407475255103,4.25261412509763,3.97346563080194,4.05240248907043,4.33908163271994,5.67895518917134,4.05318050417824,4.79169065513572
"Jakmip1",4.69687581468075,5.02342776041543,4.58220497710241,4.92860513714423,4.51325063257651,4.4818413100149,4.50273165574483,4.53345782803419
"Jakmip2",3.26160974513832,3.15835489535725,3.01853657486422,3.08810312581392,3.06265580554312,3.2729921227354,2.92277796087486,2.8645753736889
"Jakmip3",4.31323422304577,4.54160273459439,4.04387442600713,4.48202557545584,3.91352153022843,3.78062916381413,3.91268063719516,3.84337143822891
"Jam2",3.61948912898329,3.83042939873759,3.55738115698232,3.48252182527546,3.44963150511361,3.3162433824884,3.34756858761861,3.62151639140082
"Jam3",4.8773634121925,5.03950654982175,4.78234859463011,4.86519738902479,4.54159645494756,4.92807371801929,4.57908233554414,4.4786517591036
"Jarid2",5.40109163382093,6.69969598974344,7.65674878958972,8.38190535140878,8.45503610756212,7.98541746179736,7.28048615660578,7.1127748662442
"Jazf1",3.88284092018682,4.38051780184895,3.85238404375051,3.78235953879503,3.57450177252844,3.95657681103625,3.69235750080812,4.54132073742475
"Jdp2",3.53514111975112,3.44943244970048,3.4195015601083,3.45180558144771,3.46058750172521,3.3682639945011,3.26414376716635,3.33074851223073
"Jhdm1d",5.64134561996575,5.75362732654223,6.10167198922322,6.09393660456514,6.10551850346654,5.88878049597814,5.79864280251617,5.55130834910581
"Jkamp",5.35143686722559,5.39288100178552,5.66795231392874,5.54654347941426,6.03751733170041,5.66869998952322,5.98262899064958,5.48918271619123
"Jmjd1c",4.67314851284035,5.738944642448,5.33512054077875,5.38566113762358,5.38740811137834,5.5946316252278,4.82157720479182,4.98855236067926
"Jmjd4",3.87393653994486,3.7190741607721,3.67300424250339,3.52032860108632,4.01048169526077,3.39238806525293,3.48813714420579,4.0480069460598
"Jmjd5",4.24332199168282,4.08090345092247,4.08979918184865,4.06436028506619,4.62297768735182,3.63067543408459,3.83434807182566,3.94375904903658
"Jmjd6",4.92633796124888,6.21657946905193,6.168771837812,5.88908638196504,7.04675147499154,5.98419358119978,7.02056166457986,6.2941295458794
"Jmjd7 /// Pla2g4b",5.96836036340785,5.73435741839918,5.4131101851831,5.30536505302729,5.41473874670049,5.94714697912237,5.74533894362426,5.77791267969388
"Jmjd8",8.00061854735662,8.49671984772226,9.21375062431699,8.11903354046062,8.8295592547185,9.06353945130036,9.27293252141981,9.2620726669853
"Jmy",4.63139481296037,5.8718409645644,5.74711508039642,5.25470022461159,5.83045521520796,6.23825545869984,5.51812385417763,5.61255631035304
"Josd1",8.32494130290858,6.37406174878763,6.06896775668733,6.53216547548756,7.64285257787067,7.40218823858404,7.24619244546396,6.54807123029247
"Josd2",4.06590928142728,4.59457079426198,5.80040216394556,3.88831818195224,5.34993452826475,5.0400829178248,4.84739440653071,4.98602344151598
"Jph1",3.60402979242262,3.51654087301567,3.55271072426535,3.80448549073996,3.36807133211835,3.39305265921346,3.2717152221112,3.31879396613969
"Jph2",4.84957046897736,4.50974196798111,4.48624372762245,4.64987622646546,4.18344431208121,4.14682312016813,4.24919845142712,4.39847987119539
"Jph3",4.72616481418409,5.29188614832823,4.19638256929803,4.66083881904826,4.30551435578344,4.40949066827861,4.59128912730155,4.52012113323283
"Jph4",3.14116555694176,3.18419750381721,2.76298039472828,3.15940535320514,2.85660424117217,2.91689297446145,2.78760704297374,2.8996862329321
"Jrk",6.72428958500747,5.86038188742289,5.60131157897469,5.66685354782785,5.08652780756046,5.14856381772022,5.57521119145575,5.8873435001607
"Jsrp1",6.37905235526812,6.23677939022436,6.09216977343222,6.18738566960455,5.88751413092574,5.96192085250384,5.72849649369693,6.03582051506967
"Jtb",5.71767950431075,6.33747472749241,7.94040842989644,7.60617185816645,8.365899865137,8.45639256033554,8.06453100315756,8.24460431668392
"Jub",5.4199767598907,6.30044269748105,7.00247529178517,7.40557073606811,7.14965334294657,6.7594491615533,7.77855956786132,7.77632015089991
"Jun",5.82397716225553,5.38104548019738,6.13054876606041,4.86578178613807,5.63256938108201,5.50400714377965,6.29354891450732,6.34896587043384
"Junb",4.59700002783814,5.10498208391624,4.87395720241066,6.60141411504881,7.35741431471824,7.16302449868897,6.60128608237769,5.84058195759952
"Jund",7.60130046446556,7.47966854839001,7.7365691890389,7.17655857815202,6.81414791473644,7.30935419664185,7.11390021177263,7.33046820273229
"Jup",8.68712192406917,9.04802293472376,9.8252612866929,9.64265061557752,9.56077336069284,9.59087337405012,9.51824087869485,9.32717590997105
"Kalrn",4.41738521820226,3.89362493275784,3.63228383768262,3.70132214909521,3.36246929767117,3.39243061604075,3.42985634208699,3.59654608486902
"Kank1",7.72430133599672,7.90925232330991,8.60460945104914,7.5068902620396,7.9903127873938,7.46758810675532,7.0804115763673,7.26011877500119
"Kank2",4.60902392378248,6.27791174192386,5.10095299816744,4.6355049391576,5.28812535933324,5.79358863646718,5.32185587153216,5.44758758965231
"Kank3",3.53026480242733,3.7708653917939,4.10001283864084,3.96542769743584,3.98007589961974,4.06471470802652,3.86719572612896,4.18132618727528
"Kank4",4.29488020054594,3.99148789880212,4.64217858638589,4.1047950493808,3.57557008071128,3.70295047878713,3.76003683273869,3.8316074869645
"Kap",3.56291049794377,3.19193337590414,3.25010492041192,2.99140772766258,3.05931741615728,2.98574410195347,3.04140827713544,2.92276382388981
"Kars /// LOC631033",6.53899698729064,6.0277550643613,6.79740049361499,6.61280377771366,7.61655424345422,7.40712654380104,6.8485984897604,6.6962141713781
"Kat2a",6.44190433602302,5.96457073101195,6.17296596801461,6.18049972685786,7.3932665189193,6.70575879959707,7.02801542654644,6.98491396216541
"Kat2b",4.52791055443516,3.96284871772211,3.91554617712279,3.83595832564397,3.4758258287388,4.09858355822608,3.53313115661286,3.75773769615672
"Kat5",6.20638397571457,5.34157417630308,5.53318673563433,5.63441066195904,5.78557800167795,6.33198483367317,6.46908354286574,6.75053515200202
"Katna1",7.11797246845248,6.89458822396524,7.32759214837148,5.96471855247058,7.46129050510077,7.93156135810305,7.44370183964297,6.66477061204981
"Katnal1",3.97184132518886,3.80970252821298,3.73495114644674,3.89976686654265,3.48131232079103,3.46581757948073,3.46714778992058,3.62136661815244
"Katnal2",5.40830680203648,4.97945797759273,5.06557376473082,5.18575695788101,4.60932473858549,4.64209369817377,4.66383001366412,4.79156960999904
"Katnb1",6.0630111811804,6.30812129092574,4.73126773262251,6.24910681439249,6.43409198469695,5.68286771960325,6.54100021779517,6.40916489281588
"Kazald1",5.98936420253286,5.83972682295358,6.15557189307434,4.03615026945403,4.38827521754716,4.44119155191969,4.00662923332211,4.09107345747644
"Kbtbd10",3.33113515672761,2.81054576603758,2.86655868493719,3.02287981895397,2.70906766263932,2.88766364062429,2.70752955426887,2.85635047809608
"Kbtbd11",4.3850163579582,4.87994331524595,4.61322504962926,5.08608817590701,4.11369461956238,5.16294376121471,4.97161846416676,4.81947169243459
"Kbtbd12",3.35818098399741,3.21363030136573,2.94009829780877,3.25211883559292,2.82000059523366,2.91412613869188,2.83132477419617,2.91295125243205
"Kbtbd13",4.09719840795154,4.05397329209367,3.80267333951823,4.16322441844267,3.42192195609895,3.42129484541932,3.40727956334725,3.71518089849369
"Kbtbd2",4.04827736076181,4.1986920876726,4.37137945400101,4.19434102359198,5.3402256129468,4.64676887236925,4.67501500638864,4.67501500638864
"Kbtbd3",5.0288403307568,4.73560527180282,5.13439400606637,4.91312072684476,5.06203154348972,4.60878375791459,4.55466542824172,4.85320227863536
"Kbtbd4",5.73174121614982,6.13486473869316,5.90139511760932,6.21327033857529,5.74555932611249,6.90004023062715,6.90724893694764,5.67091919786968
"Kbtbd5",4.35600505132849,3.97390527006681,4.19025909672798,4.06519473662835,3.85392789090577,3.62318838632587,3.91905647026367,3.95375210228109
"Kbtbd7",3.39814547408981,2.71025844375654,2.75527115041823,2.76238734552101,2.8009027373473,2.85109136487888,3.17642780543523,2.70663852375806
"Kbtbd8",3.27781354598363,3.56539625025328,3.28233797953443,3.35972145459519,3.22112399526401,3.19426413270641,3.73119117561441,3.49788684227309
"Kcmf1",6.48794512202268,6.41874770342238,7.22460043670162,6.92801867231798,7.47037888856491,7.35778866916215,7.09469387734848,6.9862615731559
"Kcna1",3.52373130298815,3.50531023926843,3.43154212873024,3.65668865205804,3.38601416413986,3.54302007416713,3.3474626131612,3.47276878808792
"Kcna2",3.80840164230619,4.56794071547234,3.44495682739375,3.70140156228666,3.30531866301022,3.98148313086831,3.11637184762787,3.53185739899308
"Kcna3",3.90322793296269,3.77772218337293,3.91884564583896,3.68879875000774,3.66437110600772,3.68268231494825,3.66246385205363,3.87885802740069
"Kcna4",3.41082241683204,3.24618422008372,3.11757864454346,3.7180112722305,3.14372107694126,3.14560110124158,3.08514912518758,3.1187049457504
"Kcna5",3.44648510810929,3.30416516782681,3.36487855610296,3.21049187670702,3.16210240260093,3.04682969467614,3.04716368849857,3.19557709949984
"Kcna6",4.42305339505091,4.85080252332489,4.16149336427169,4.52768747888291,4.01711803044017,4.0953417969039,4.10113680674235,4.04739243438313
"Kcna7",5.19184075996943,5.0296734736779,4.90971764124477,4.71020398084098,4.25175330646775,4.24570695131781,4.22333254318999,4.26404579397496
"Kcnab1",3.22576812721129,3.34547405742445,3.27283896059417,3.2593872340764,3.21227480433349,3.12696050403032,3.10934045437874,3.165810863314
"Kcnab2",4.25369646433655,4.13170114845348,4.01326687980144,4.37286531344848,3.85206999722972,4.26815448991655,3.84172253425221,3.81885488301841
"Kcnab3",4.29294525132496,4.05900181646312,4.13998689139408,4.05493962529264,3.87311731452956,3.90636632913654,3.90743757344412,3.79833821626371
"Kcnb1",3.64144821594333,3.93567456608887,3.54144603341131,3.72006145215193,3.39746060556063,3.31383519959309,3.28897176973551,3.28850297497508
"Kcnb1 /// Pacsin2",7.34877069048907,7.66410676490489,7.36102790457579,8.33053729170949,8.62308963151489,8.03518123498404,8.01409891780263,7.98597361176866
"Kcnc1",4.80688905713897,4.69953979985306,4.7087729044008,4.60677926101478,4.41274656364301,4.45207141203843,4.29098316159943,4.40402900555446
"Kcnc2",2.73486801390074,3.17623600451702,2.81209619644004,2.65383416368278,2.65293255876168,2.66600264166024,2.77282141302712,2.70886785139317
"Kcnc3",6.0345244538227,6.15303923981948,5.94896825656878,5.93439979321036,5.62280119074214,5.61099224731031,5.71474033923184,5.63076285672019
"Kcnc4",5.02849545788692,4.83479586030885,4.95754930212663,5.08877670041731,4.47317156791431,4.5462077421683,4.59366881321898,4.38945257397407
"Kcnd1",4.49134219332696,4.42121012914878,4.28365313047228,4.37534333900203,3.92938478219157,4.09989033873272,3.90774407571239,3.96436430619907
"Kcnd2",3.36232574509897,3.23375883161525,3.09258275972771,3.23663862182311,2.99993728598466,2.95616707194517,3.19042441643392,2.99294209184122
"Kcnd3",4.02688940408882,3.88797933860143,3.53964512960711,3.69266932953756,3.38442962438444,3.44543057753185,3.34999427818509,3.47495462911667
"Kcne1",4.12795663074547,4.14221009644711,3.76953418063239,3.90169720793239,3.53017658095554,3.53527276400879,3.5579263246078,3.4916053591154
"Kcne1l",3.08173480635591,2.97943383668329,2.94995689544547,3.05338034481951,2.90625594126938,2.64935943904127,2.84347349080681,2.70402719797287
"Kcne2",3.8200717036602,4.16195421647504,3.66379841557253,4.54412450505207,3.45623763423647,3.46034055745871,3.54496723510789,3.40998345895316
"Kcne3",3.36051927924544,3.94711867053243,3.19568415320253,3.45661258244655,3.22384860921788,3.25692975559458,3.10837561301955,3.40105469814758
"Kcne4",4.83772566536399,4.15080669061832,4.13175621324719,4.3442107024919,3.60466919602731,3.95024731587304,3.92934627784236,4.090430966455
"Kcnf1",4.33160160784871,4.27923204706349,3.90378390328399,4.16907980727717,3.64641503983014,3.82192599429565,3.85002500311242,3.84488800604537
"Kcng1",4.65228136126047,4.50212804290753,4.41234734991666,4.31185764645088,3.97590679452578,3.94620000528269,3.99127106987063,4.13821739060417
"Kcng2",5.89995787061073,5.64050998174264,5.48950012098841,5.65015842223172,5.48074177979138,5.40580044423616,5.30405982958493,5.37030176983799
"Kcng4",3.79084557689343,7.01707477269401,3.51758398033858,4.58662315286329,3.20618445083641,5.9462665719761,3.41379079989934,3.2779052112178
"Kcnh1",5.04357769820341,5.31326022304783,4.96002244607486,5.18052615937243,6.61298359679489,7.07950658516565,4.75375294151388,6.01023938001694
"Kcnh2 /// LOC100047076",5.03918396863058,4.52007046453943,4.75084124888426,4.6196644737467,4.35269969858881,4.40279625353671,4.27917438447262,4.51468384278375
